step,month,day,hour,kwh_total,kwh_cooling,kwh_heating,kwh_fans,kwh_lights,kw_demand,base_cool_sp,base_heat_sp,mean_temp,mean_pmv,pmv_in_band,occupied,policy_reason
630,7,7,13.75,16.493809537622965,10.716969908561973,0.0,0.8503768422362658,0.8731769700913857,65.97523815049186,24.0,21.0,24.5,-0.148,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
631,7,7,14.0,16.696689778147302,10.900149802584625,0.0,0.8700771887379435,0.8731769700913857,66.78675911258921,24.0,21.0,24.5,-0.1417,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
632,7,7,14.25,16.401112988109094,10.91387450575501,0.0,0.8831414226416102,0.8731769700913857,65.60445195243638,24.0,21.0,24.5,-0.1354,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
633,7,7,14.5,16.44777573355459,10.939017756855193,0.0,0.9046609169869194,0.8731769700913857,65.79110293421836,24.0,21.0,24.5,-0.1295,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
634,7,7,14.75,16.412083274694332,10.893787142509325,0.0,0.9141990724725333,0.8731769700913857,65.64833309877733,24.0,21.0,24.5,-0.1276,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
635,7,7,15.0,16.334446203480223,10.812072264412198,0.0,0.9182768793555477,0.8731769700913857,65.33778481392089,24.0,21.0,24.5,-0.1268,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
636,7,7,15.25,16.372749673700664,10.772631310876486,0.0,0.9154298719996746,0.8731769700913857,65.49099869480266,24.0,21.0,24.5,-0.1278,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
637,7,7,15.5,16.302273138042075,10.709851898830083,0.0,0.907732748387491,0.8731769700913857,65.2090925521683,24.0,21.0,24.5,-0.1295,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
638,7,7,15.75,16.218618220930644,10.635691224397286,0.0,0.8982385057088562,0.8731769700913857,64.87447288372258,24.0,21.0,24.5,-0.1314,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
639,7,7,16.0,16.077552722776325,10.51292574601592,0.0,0.8799384859359023,0.8731769700913857,64.3102108911053,24.0,21.0,24.5,-0.1363,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
640,7,7,16.25,11.622211277947812,7.380679793250986,0.0,0.5433013580933932,0.2910589900304618,46.48884511179125,26.7,15.6,25.14,-0.0214,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
641,7,7,16.5,11.29208092495567,7.052293660724725,0.0,0.5417419349387669,0.2910589900304618,45.16832369982268,26.7,15.6,25.665,0.0931,1.0,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
642,7,7,16.75,11.340042218141358,7.100254953910416,0.0,0.5417419349387669,0.2910589900304618,45.36016887256543,26.7,15.6,25.876,0.1562,0.8667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
643,7,7,17.0,11.658786801788327,7.418999537557385,0.0,0.5417419349387669,0.2910589900304618,46.63514720715331,26.7,15.6,25.88,0.1714,0.8667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
644,7,7,17.25,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.649,0.3268,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
645,7,7,17.5,8.491207498380986,4.727665553255513,0.0,0.5490410759606936,0.2910589900304618,33.96482999352394,26.7,15.6,26.361,0.2965,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
646,7,7,17.75,8.417803517464387,4.661560713360839,0.0,0.5417419349387669,0.2910589900304618,33.67121406985755,26.7,15.6,26.003,0.2184,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
647,7,7,18.0,3.2145008691647803,0.0,0.0,0.0,0.2910589900304618,12.858003476659121,26.7,15.6,26.615,0.3174,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
648,7,7,18.25,7.823723774774993,4.57836822723744,0.0,0.5455766972903197,0.33818325786294107,31.29489509909997,26.7,15.6,26.258,0.2544,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
649,7,7,18.5,7.561705501899276,4.412486892084374,0.0,0.5417419349387669,0.2458692817392914,30.246822007597103,26.7,15.6,25.86,0.1583,0.8667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
650,7,7,18.75,2.6116016319118645,0.0,0.0,0.0,0.25001734903406375,10.446406527647458,26.7,15.6,26.344,0.224,0.8667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
651,7,7,19.0,2.6199380746276932,0.0,0.0,0.0,0.2583527539016777,10.479752298510773,26.7,15.6,26.876,0.3256,0.8,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
652,7,7,19.25,6.433302723824761,3.4656785846138676,0.0,0.33558550466406534,0.27045122812939465,25.733210895299045,26.7,15.6,26.508,0.2587,0.8,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
653,7,7,19.5,8.025727493089622,4.281272324654171,0.0,0.33558550466406534,0.28085422966158935,32.10290997235849,26.7,15.6,25.997,0.1386,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
654,7,7,19.75,3.3961570511720645,0.0,0.0,0.0,0.26813901328740164,13.584628204688258,26.7,15.6,26.189,0.1552,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
655,7,7,20.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.503,0.2118,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
656,7,7,20.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.672,0.2488,0.8667,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
657,7,7,20.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.695,0.2572,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
658,7,7,20.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.662,0.2541,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
659,7,7,21.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.632,0.2509,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
660,7,7,21.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.613,0.2487,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
661,7,7,21.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.595,0.2467,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
662,7,7,21.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.575,0.2438,0.9333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
663,7,7,22.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.553,0.2402,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
664,7,7,22.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.536,0.2373,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
665,7,7,22.5,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.525,0.235,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
666,7,7,22.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.518,0.2327,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
667,7,7,23.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.511,0.2295,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
668,7,7,23.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.497,0.2256,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
669,7,7,23.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.476,0.2206,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
670,7,7,23.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.451,0.2155,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
671,7,7,24.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.423,0.2108,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
672,7,8,0.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.402,0.2077,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
673,7,8,0.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.387,0.206,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
674,7,8,0.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.375,0.205,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
675,7,8,1.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.366,0.2045,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
676,7,8,1.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.362,0.2039,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
677,7,8,1.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.356,0.2026,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
678,7,8,1.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.347,0.2001,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
679,7,8,2.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.336,0.196,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
680,7,8,2.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.324,0.1933,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
681,7,8,2.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.312,0.1906,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
682,7,8,2.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.298,0.1883,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
683,7,8,3.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.284,0.1864,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
684,7,8,3.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.273,0.1846,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
685,7,8,3.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.266,0.1833,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
686,7,8,3.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.262,0.1817,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
687,7,8,4.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.256,0.1793,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
688,7,8,4.25,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.246,0.177,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
689,7,8,4.5,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.229,0.1737,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
690,7,8,4.75,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.208,0.1702,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
691,7,8,5.0,3.2193913687191618,0.0,0.0,0.0,0.26813901328740164,12.877565474876647,26.7,15.6,26.184,0.1668,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
692,7,8,5.25,4.500698645301058,0.0,0.0,0.0,0.26813901328740164,18.00279458120423,26.7,15.6,26.202,0.1727,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
693,7,8,5.5,4.602516648856424,0.0,0.0,0.0,0.3699570168427677,18.410066595425697,26.7,15.6,26.226,0.1806,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
694,7,8,5.75,3.2643823681661552,0.0,0.0,0.0,0.3409155283335562,13.057529472664621,26.7,15.6,26.296,0.2141,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
695,7,8,6.0,3.232513028959039,0.0,0.0,0.0,0.3090553793606966,12.930052115836157,26.7,15.6,26.404,0.2513,1.0,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
696,7,8,6.25,3.21890531479678,0.0,0.0,0.0,0.2954577440822256,12.87562125918712,26.7,15.6,26.538,0.2969,0.8667,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
697,7,8,6.5,3.2166911234494826,0.0,0.0,0.0,0.29324785325726616,12.86676449379793,26.7,15.6,26.675,0.3413,0.8,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
698,7,8,6.75,3.214501561360578,0.0,0.0,0.0,0.2910589900304618,12.858006245442311,26.7,15.6,26.817,0.3907,0.7333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
699,7,8,7.0,7.658648466736981,4.108562092908135,0.0,0.33558550466406534,0.2910589900304618,30.634593866947924,26.7,15.6,26.39,0.3283,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
700,7,8,7.25,10.089500084778424,6.333257280674875,0.0,0.5417419349387669,0.2910589900304618,40.358000339113694,26.7,15.6,25.864,0.2295,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
701,7,8,7.5,5.649068767341976,2.2284114679024944,0.0,0.20615643027470157,0.2910589900304618,22.596275069367906,26.7,15.6,26.105,0.2716,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
702,7,8,7.75,7.667799229677817,4.113552482776103,0.0,0.33974587773693365,0.2910589900304618,30.671196918711267,26.7,15.6,26.156,0.2968,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
703,7,8,8.0,6.67371739909164,3.1236310252627946,0.0,0.33558550466406534,0.2910589900304618,26.69486959636656,26.7,15.6,26.254,0.3184,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
704,7,8,8.25,5.0840684841244075,1.6634111846849253,0.0,0.20615643027470157,0.2910589900304618,20.33627393649763,26.7,15.6,26.588,0.3878,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
705,7,8,8.5,8.707103965552113,4.928620221536462,0.0,0.5639828748508694,0.2910589900304618,34.82841586220845,26.7,15.6,26.167,0.3272,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
706,7,8,8.75,6.844816498989535,3.2891708179206565,0.0,0.3411448119040973,0.2910589900304618,27.37926599595814,26.7,15.6,26.191,0.3232,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
707,7,8,9.0,5.122854285985907,1.7021969865464253,0.0,0.20615643027470157,0.2910589900304618,20.49141714394363,26.7,15.6,26.703,0.4198,0.7333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
708,7,8,9.25,8.853797040716199,5.063455250786393,0.0,0.5758409207650248,0.2910589900304618,35.415188162864794,26.7,15.6,26.341,0.3725,0.7333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
709,7,8,9.5,6.903693249410215,3.3467295020569443,0.0,0.3424628781884891,0.2910589900304618,27.61477299764086,26.7,15.6,26.383,0.3735,0.8,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
710,7,8,9.75,5.1317220359278,1.7110647364883182,0.0,0.20615643027470157,0.2910589900304618,20.5268881437112,26.7,15.6,26.879,0.4647,0.6667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
711,7,8,10.0,8.896562319773373,5.105282305710722,0.0,0.5767791448978686,0.2910589900304618,35.586249279093494,26.7,15.6,26.483,0.4072,0.6667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
712,7,8,10.25,6.917397431795842,3.3622719515837707,0.0,0.34062461104729,0.2910589900304618,27.669589727183368,26.7,15.6,26.504,0.3998,0.6667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
713,7,8,10.5,5.124805204796368,1.704147905356885,0.0,0.20615643027470157,0.2910589900304618,20.49922081918547,26.7,15.6,26.98,0.4851,0.4667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
714,7,8,10.75,8.86857631741854,5.0848212896837195,0.0,0.5692541585700391,0.2910589900304618,35.47430526967416,26.7,15.6,26.584,0.4216,0.6,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
715,7,8,11.0,6.8620397285914345,3.3119533547625886,0.0,0.33558550466406534,0.2910589900304618,27.448158914365738,26.7,15.6,26.596,0.4077,0.6,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
716,7,8,11.25,5.076881933566423,1.656224634126941,0.0,0.20615643027470157,0.2910589900304618,20.30752773426569,26.7,15.6,27.019,0.4794,0.4667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
717,7,8,11.5,8.784297425983036,5.013548694700944,0.0,0.55624786211731,0.2910589900304618,35.137189703932144,26.7,15.6,26.631,0.4157,0.4667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
718,7,8,11.75,6.804501041929502,3.2544146681006554,0.0,0.33558550466406534,0.2910589900304618,27.218004167718007,26.7,15.6,26.656,0.4102,0.6,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
719,7,8,12.0,5.0376342422294105,1.6169769427899294,0.0,0.20615643027470157,0.2910589900304618,20.150536968917642,26.7,15.6,27.088,0.4892,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
720,7,8,12.25,8.792609216158652,5.018559083236781,0.0,0.5595492637570926,0.2910589900304618,35.17043686463461,26.7,15.6,26.692,0.4294,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
721,7,8,12.5,6.772469417694342,3.222383043865496,0.0,0.33558550466406534,0.2910589900304618,27.08987767077737,26.7,15.6,26.745,0.4316,0.4667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
722,7,8,12.75,4.999017378678218,1.5783600792387364,0.0,0.20615643027470157,0.2910589900304618,19.99606951471287,26.7,15.6,27.197,0.5152,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
723,7,8,13.0,8.847899921959607,5.057857719790261,0.0,0.5755413330045641,0.2910589900304618,35.39159968783843,26.7,15.6,26.736,0.4468,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
724,7,8,13.25,6.776350917390039,3.226264543561192,0.0,0.33558550466406534,0.2910589900304618,27.105403669560157,26.7,15.6,26.809,0.4553,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
725,7,8,13.5,4.977376696168281,1.556719396728799,0.0,0.20615643027470157,0.2910589900304618,19.909506784673123,26.7,15.6,27.314,0.5503,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
726,7,8,13.75,8.917074105923588,5.105349401102962,0.0,0.597223835655844,0.2910589900304618,35.66829642369435,26.7,15.6,26.793,0.4728,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
727,7,8,14.0,6.81425154133307,3.264165167504225,0.0,0.33558550466406534,0.2910589900304618,27.25700616533228,26.7,15.6,26.87,0.4788,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
728,7,8,14.25,4.991708733997641,1.57105143455816,0.0,0.20615643027470157,0.2910589900304618,19.966834935990565,26.7,15.6,27.415,0.5827,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
729,7,8,14.5,9.048746543216588,5.197886637732476,0.0,0.636359036319329,0.2910589900304618,36.19498617286635,26.7,15.6,26.845,0.5032,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
730,7,8,14.75,6.835872384643369,3.285786010814523,0.0,0.33558550466406534,0.2910589900304618,27.343489538573476,26.7,15.6,26.937,0.5103,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
731,7,8,15.0,4.984104945796674,1.563447646357192,0.0,0.20615643027470157,0.2910589900304618,19.936419783186697,26.7,15.6,27.514,0.6207,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
732,7,8,15.25,9.257273633351266,5.372869713890187,0.0,0.669903050296298,0.2910589900304618,37.029094533405065,26.7,15.6,26.879,0.5322,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
733,7,8,15.5,6.994427261563398,3.4361483973345943,0.0,0.34377799506402196,0.2910589900304618,27.97770904625359,26.7,15.6,26.973,0.54,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
734,7,8,15.75,5.077035910743796,1.656378611304315,0.0,0.20615643027470157,0.2910589900304618,20.308143642975185,26.7,15.6,27.606,0.6607,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
735,7,8,16.0,9.723100904290844,5.804653657952611,0.0,0.7039463771734533,0.2910589900304618,38.892403617163374,26.7,15.6,26.92,0.5616,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
736,7,8,16.25,7.05803493058829,3.493300771187578,0.0,0.3502332902359315,0.2910589900304618,28.23213972235316,26.7,15.6,27.001,0.558,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
737,7,8,16.5,5.017902994412571,1.59724569497309,0.0,0.20615643027470157,0.2910589900304618,20.071611977650285,26.7,15.6,27.619,0.6691,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
738,7,8,16.75,11.717414639308736,7.8167417798201235,0.0,0.6861719903238304,0.2910589900304618,46.86965855723494,26.7,15.6,26.91,0.5518,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
739,7,8,17.0,8.227127238515935,4.674355385053591,0.0,0.33827098429756364,0.2910589900304618,32.90850895406374,26.7,15.6,26.942,0.5318,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
740,7,8,17.25,4.381216639574515,1.4759366692001092,0.0,0.20615643027470157,0.3375279477154128,17.52486655829806,26.7,15.6,27.453,0.6121,0.3333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
741,7,8,17.5,10.287877191477929,7.056883420041321,0.0,0.6271388907021934,0.24224765174848037,41.151508765911714,26.7,15.6,26.837,0.5052,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
742,7,8,17.75,7.165784772015806,4.226368238812986,0.0,0.33558550466406534,0.24224765174848037,28.663139088063225,26.7,15.6,26.834,0.4739,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
743,7,8,18.0,4.2235412615803165,1.4128664483651763,0.0,0.20615643027470157,0.2429350061501624,16.894165046321266,26.7,15.6,27.252,0.5302,0.4,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
744,7,8,18.25,9.051273796550891,5.879346699120844,0.0,0.5626514253506631,0.2476921233247323,36.205095186203565,26.7,15.6,26.707,0.4176,0.5333,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
745,7,8,18.5,7.215260657547387,4.2207345758525285,0.0,0.33558550466406534,0.29735583808415333,28.861042630189548,26.7,15.6,26.57,0.3586,0.6667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
746,7,8,18.75,2.6297361820951815,0.0,0.0,0.0,0.26813901328740164,10.518944728380726,26.7,15.6,27.112,0.4433,0.4667,1,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
747,7,8,19.0,2.6297288687191624,0.0,0.0,0.0,0.26813901328740164,10.51891547487665,26.7,15.6,27.555,0.5326,0.4,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
748,7,8,19.25,6.44983533165555,3.4845209582723227,0.0,0.33558550466406534,0.26813901328740164,25.7993413266222,26.7,15.6,27.107,0.4588,0.4667,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
749,7,8,19.5,7.413180674221213,3.681441300837986,0.0,0.33558550466406534,0.26813901328740164,29.65272269688485,26.7,15.6,26.639,0.3552,0.6667,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
750,7,8,19.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,26.913,0.3869,0.6,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
751,7,8,20.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.267,0.4541,0.4667,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
752,7,8,20.25,5.43466000063322,1.8609609311633342,0.0,0.17754520075072397,0.26813901328740164,21.73864000253288,26.7,15.6,27.142,0.4369,0.5333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
753,7,8,20.5,5.570380061795157,1.9966809923252709,0.0,0.17754520075072397,0.26813901328740164,22.281520247180627,26.7,15.6,26.939,0.3948,0.7333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
754,7,8,20.75,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.073,0.4119,0.7333,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
755,7,8,21.0,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.244,0.4461,0.6,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
756,7,8,21.25,3.3961538687191615,0.0,0.0,0.0,0.26813901328740164,13.584615474876646,26.7,15.6,27.329,0.4664,0.6,0,"High carbon emissions during peak hours, reducing cooling offset to prioritize energy savings."
